Time_ms,Voltage1,Voltage2,Sensor1_percent,Sensor2_percent,Difference,Motor
362901,0.504,0.709,16.82,7.47,9.35,1
362960,0.508,0.709,16.95,7.47,9.48,1
363019,0.504,0.709,16.82,7.47,9.35,1
363078,0.505,0.709,16.84,7.47,9.37,1
363137,0.503,0.708,16.76,7.44,9.32,1
363196,0.505,0.709,16.84,7.47,9.37,1
363255,0.506,0.709,16.87,7.47,9.4,1
363314,0.506,0.708,16.87,7.41,9.46,1
363373,0.505,0.709,16.84,7.47,9.37,1
363432,0.505,0.709,16.84,7.47,9.37,1
363491,0.504,0.708,16.82,7.44,9.37,1
363550,0.506,0.709,16.87,7.47,9.4,1
363609,0.507,0.709,16.9,7.47,9.43,1
363668,0.504,0.709,16.82,7.47,9.35,1
363727,0.505,0.709,16.84,7.47,9.37,1
363786,0.504,0.709,16.79,7.47,9.32,1
363845,0.507,0.708,16.9,7.44,9.46,1
363904,0.504,0.709,16.79,7.47,9.32,1
363963,0.507,0.709,16.9,7.47,9.43,1
364022,0.506,0.708,16.87,7.44,9.43,1
364081,0.505,0.709,16.84,7.47,9.37,1
364140,0.507,0.709,16.9,7.47,9.43,1
364199,0.504,0.709,16.82,7.47,9.35,1
364258,0.507,0.709,16.9,7.47,9.43,1
364317,0.508,0.709,16.95,7.47,9.48,1
364376,0.504,0.709,16.82,7.47,9.35,1
364435,0.506,0.708,16.87,7.44,9.43,1
364494,0.507,0.71,16.9,7.5,9.4,1
364553,0.505,0.709,16.84,7.47,9.37,1
364612,0.505,0.709,16.84,7.47,9.37,1
364671,0.506,0.709,16.87,7.47,9.4,1
364730,0.508,0.709,16.92,7.47,9.45,1
364789,0.504,0.709,16.82,7.47,9.35,1
364848,0.507,0.709,16.9,7.47,9.43,1
364907,0.507,0.709,16.9,7.47,9.43,1
364966,0.507,0.709,16.9,7.47,9.43,1
365025,0.508,0.709,16.92,7.47,9.45,1
365084,0.506,0.709,16.87,7.47,9.4,1
365143,0.506,0.709,16.87,7.47,9.4,1
365202,0.503,0.708,16.76,7.44,9.32,1
365261,0.508,0.709,16.92,7.47,9.45,1
365320,0.507,0.709,16.9,7.47,9.43,1
365379,0.506,0.709,16.87,7.47,9.4,1
365438,0.506,0.709,16.87,7.47,9.4,1
365497,0.505,0.709,16.84,7.47,9.37,1
365556,0.504,0.709,16.82,7.47,9.35,1
365615,0.506,0.709,16.87,7.47,9.4,1
365674,0.504,0.709,16.82,7.47,9.35,1
365733,0.504,0.709,16.82,7.47,9.35,1
365792,0.507,0.709,16.9,7.47,9.43,1
365851,0.504,0.709,16.79,7.47,9.32,1
365910,0.504,0.709,16.82,7.47,9.35,1
365969,0.505,0.708,16.84,7.44,9.4,1
366028,0.505,0.709,16.84,7.47,9.37,1
366087,0.505,0.709,16.84,7.47,9.37,1
366146,0.506,0.709,16.87,7.47,9.4,1
366205,0.505,0.709,16.84,7.47,9.37,1
366264,0.504,0.709,16.82,7.47,9.35,1
366323,0.507,0.709,16.9,7.47,9.43,1
366382,0.505,0.708,16.84,7.44,9.4,1
366441,0.508,0.709,16.95,7.47,9.48,1
366500,0.505,0.708,16.84,7.44,9.4,1
366559,0.506,0.709,16.87,7.47,9.4,1
366618,0.505,0.709,16.84,7.47,9.37,1
366677,0.507,0.709,16.9,7.47,9.43,1
366736,0.506,0.708,16.87,7.44,9.43,1
366795,0.505,0.709,16.84,7.47,9.37,1
366854,0.505,0.71,16.84,7.5,9.34,1
366913,0.507,0.709,16.9,7.47,9.43,1
366972,0.505,0.708,16.84,7.44,9.4,1
367031,0.505,0.709,16.84,7.47,9.37,1
367090,0.507,0.708,16.9,7.44,9.46,1
367149,0.505,0.709,16.84,7.47,9.37,1
367208,0.505,0.708,16.84,7.44,9.4,1
367267,0.504,0.708,16.82,7.44,9.37,1
367326,0.508,0.709,16.95,7.47,9.48,1
367385,0.504,0.709,16.82,7.47,9.35,1
367444,0.505,0.708,16.84,7.44,9.4,1
367503,0.509,0.708,16.98,7.41,9.56,1
367562,0.507,0.709,16.9,7.47,9.43,1
367621,0.505,0.708,16.84,7.44,9.4,1
367680,0.507,0.709,16.9,7.47,9.43,1
367739,0.504,0.709,16.82,7.47,9.35,1
367798,0.505,0.708,16.84,7.44,9.4,1
367857,0.507,0.709,16.9,7.47,9.43,1
367916,0.504,0.711,16.82,7.53,9.29,1
367975,0.505,0.709,16.84,7.47,9.37,1
368034,0.507,0.709,16.9,7.47,9.43,1
368093,0.505,0.709,16.84,7.47,9.37,1
368152,0.505,0.709,16.84,7.47,9.37,1
368211,0.506,0.708,16.87,7.44,9.43,1
368270,0.507,0.709,16.9,7.47,9.43,1
368329,0.507,0.709,16.9,7.47,9.43,1
368388,0.507,0.709,16.9,7.47,9.43,1
368447,0.504,0.709,16.82,7.47,9.35,1
368506,0.505,0.708,16.84,7.44,9.4,1
368565,0.504,0.708,16.82,7.44,9.37,1
368624,0.508,0.709,16.92,7.47,9.45,1
368683,0.505,0.709,16.84,7.47,9.37,1
368742,0.506,0.709,16.87,7.47,9.4,1
368801,0.504,0.709,16.82,7.47,9.35,1
368860,0.504,0.709,16.82,7.47,9.35,1
368919,0.505,0.709,16.84,7.47,9.37,1
368978,0.505,0.709,16.84,7.47,9.37,1
369037,0.507,0.709,16.9,7.47,9.43,1
369096,0.508,0.71,16.92,7.5,9.42,1
369155,0.504,0.708,16.82,7.44,9.37,1
369214,0.508,0.709,16.92,7.47,9.45,1
369273,0.507,0.709,16.9,7.47,9.43,1
369332,0.505,0.708,16.84,7.41,9.43,1
369391,0.506,0.709,16.87,7.47,9.4,1
369450,0.507,0.708,16.9,7.41,9.48,1
369509,0.504,0.708,16.82,7.44,9.37,1
369568,0.507,0.708,16.9,7.44,9.46,1
369627,0.505,0.709,16.84,7.47,9.37,1
369686,0.504,0.709,16.82,7.47,9.35,1
369745,0.505,0.709,16.84,7.47,9.37,1
369804,0.505,0.708,16.84,7.44,9.4,1
369863,0.505,0.709,16.84,7.47,9.37,1
369922,0.508,0.709,16.92,7.47,9.45,1
369981,0.504,0.708,16.79,7.44,9.35,1
370040,0.507,0.708,16.9,7.44,9.46,1
370099,0.504,0.708,16.82,7.44,9.37,1
370158,0.504,0.709,16.82,7.47,9.35,1
370217,0.504,0.709,16.82,7.47,9.35,1
370276,0.504,0.709,16.82,7.47,9.35,1
370335,0.507,0.709,16.9,7.47,9.43,1
370394,0.507,0.709,16.9,7.47,9.43,1
370453,0.507,0.709,16.9,7.47,9.43,1
370512,0.505,0.709,16.84,7.47,9.37,1
370571,0.507,0.709,16.9,7.47,9.43,1
370630,0.508,0.709,16.92,7.47,9.45,1
370689,0.507,0.709,16.9,7.47,9.43,1
370748,0.505,0.708,16.84,7.44,9.4,1
370807,0.504,0.709,16.82,7.47,9.35,1
370866,0.508,0.709,16.95,7.47,9.48,1
370925,0.504,0.708,16.82,7.44,9.37,1
370984,0.504,0.709,16.82,7.47,9.35,1
371043,0.505,0.709,16.84,7.47,9.37,1
371102,0.504,0.709,16.82,7.47,9.35,1
371161,0.506,0.71,16.87,7.5,9.37,1
371220,0.504,0.709,16.82,7.47,9.35,1
371279,0.505,0.709,16.84,7.47,9.37,1
371338,0.505,0.709,16.84,7.47,9.37,1
371397,0.504,0.709,16.82,7.47,9.35,1
371456,0.507,0.709,16.9,7.47,9.43,1
371515,0.505,0.709,16.84,7.47,9.37,1
371574,0.503,0.709,16.76,7.47,9.29,1
371633,0.508,0.71,16.95,7.5,9.45,1
371692,0.504,0.709,16.82,7.47,9.35,1
371751,0.505,0.708,16.84,7.41,9.43,1
371810,0.505,0.709,16.84,7.47,9.37,1
371869,0.505,0.707,16.84,7.38,9.46,1
371928,0.512,0.709,17.06,7.47,9.59,1
371987,0.508,0.709,16.95,7.47,9.48,1
372046,0.511,0.709,17.03,7.47,9.56,1
372105,0.513,0.709,17.08,7.47,9.61,1
372164,0.51,0.709,17.0,7.47,9.53,1
372223,0.508,0.709,16.95,7.47,9.48,1
372282,0.508,0.709,16.95,7.47,9.48,1
372341,0.513,0.708,17.11,7.44,9.67,1
372400,0.508,0.709,16.92,7.47,9.45,1
372459,0.508,0.708,16.95,7.44,9.51,1
372518,0.511,0.708,17.03,7.44,9.59,1
372577,0.508,0.709,16.92,7.47,9.45,1
372636,0.508,0.709,16.95,7.47,9.48,1
372695,0.511,0.709,17.03,7.47,9.56,1
372754,0.513,0.709,17.08,7.47,9.61,1
372813,0.508,0.709,16.95,7.47,9.48,1
372872,0.508,0.71,16.95,7.5,9.45,1
372931,0.508,0.708,16.92,7.44,9.48,1
372990,0.508,0.709,16.95,7.47,9.48,1
373049,0.504,0.709,16.82,7.47,9.35,1
373108,0.505,0.709,16.84,7.47,9.37,1
373167,0.507,0.709,16.9,7.47,9.43,1
373226,0.504,0.709,16.82,7.47,9.35,1
373285,0.504,0.709,16.79,7.47,9.32,1
373344,0.504,0.709,16.79,7.47,9.32,1
373403,0.504,0.709,16.82,7.47,9.35,1
373462,0.504,0.708,16.82,7.44,9.37,1
373521,0.504,0.708,16.79,7.44,9.35,1
373580,0.5,0.708,16.65,7.44,9.21,1
373639,0.483,0.709,16.09,7.47,8.62,1
373698,0.46,0.708,15.34,7.44,7.9,1
373757,0.405,0.708,13.48,7.44,6.04,1
373816,0.343,0.708,11.44,7.44,4.0,1
373873,0.281,0.709,9.37,7.47,1.9,1
373930,0.245,0.71,8.17,7.5,0.67,1
373987,0.206,0.708,6.88,7.41,0.54,1
374044,0.191,0.709,6.37,7.47,1.1,1
374101,0.189,0.709,6.29,7.47,1.18,1
374158,0.189,0.709,6.29,7.47,1.18,1
374215,0.183,0.709,6.1,7.47,1.37,1
374272,0.186,0.709,6.21,7.47,1.26,1
374329,0.182,0.71,6.07,7.5,1.43,1
374386,0.18,0.709,5.99,7.47,1.48,1
374443,0.176,0.709,5.86,7.47,1.61,1
374500,0.179,0.709,5.96,7.47,1.51,1
374557,0.179,0.709,5.96,7.47,1.51,1
374614,0.18,0.708,5.99,7.44,1.45,1
374671,0.178,0.709,5.94,7.47,1.53,1
374728,0.179,0.709,5.96,7.47,1.51,1
374785,0.176,0.709,5.88,7.47,1.59,1
374842,0.178,0.711,5.94,7.53,1.59,1
374899,0.18,0.709,5.99,7.47,1.48,1
374956,0.178,0.709,5.94,7.47,1.53,1
375013,0.179,0.709,5.96,7.47,1.51,1
375070,0.18,0.708,5.99,7.44,1.45,1
375127,0.179,0.707,5.96,7.38,1.42,1
375184,0.181,0.709,6.02,7.47,1.45,1
375241,0.179,0.709,5.96,7.47,1.51,1
375298,0.176,0.709,5.88,7.47,1.59,1
375355,0.176,0.709,5.86,7.47,1.61,1
375412,0.176,0.709,5.88,7.47,1.59,1
375469,0.179,0.71,5.96,7.5,1.54,1
375526,0.181,0.709,6.02,7.47,1.45,1
375583,0.18,0.712,5.99,7.56,1.57,1
375640,0.178,0.733,5.94,8.3,2.37,1
375697,0.179,0.751,5.96,8.97,3.0,1
375756,0.177,0.778,5.91,9.92,4.01,1
375815,0.181,0.792,6.02,10.43,4.42,1
375874,0.177,0.796,5.91,10.58,4.67,1
375933,0.176,0.795,5.88,10.52,4.64,1
375992,0.175,0.794,5.83,10.49,4.66,1
376051,0.18,0.795,5.99,10.55,4.56,1
376110,0.176,0.795,5.88,10.52,4.64,1
376169,0.18,0.792,5.99,10.43,4.44,1
376228,0.178,0.795,5.94,10.55,4.61,1
376287,0.177,0.794,5.91,10.49,4.58,1
376346,0.177,0.795,5.91,10.52,4.61,1
376405,0.176,0.797,5.88,10.61,4.72,1
376464,0.18,0.795,5.99,10.55,4.56,1
376523,0.177,0.795,5.91,10.55,4.64,1
376582,0.18,0.795,5.99,10.52,4.53,1
376641,0.176,0.795,5.88,10.55,4.67,1
376700,0.179,0.795,5.96,10.52,4.56,1
376759,0.179,0.795,5.96,10.52,4.56,1
376818,0.179,0.795,5.96,10.52,4.56,1
376877,0.176,0.795,5.86,10.55,4.69,1
376936,0.176,0.794,5.88,10.49,4.61,1
376995,0.178,0.795,5.94,10.55,4.61,1
377054,0.178,0.797,5.94,10.61,4.67,1
377113,0.179,0.795,5.96,10.55,4.59,1
377172,0.181,0.795,6.02,10.55,4.53,1
377231,0.198,0.795,6.61,10.52,3.91,1
377290,0.233,0.795,7.76,10.55,2.79,1
377349,0.275,0.795,9.16,10.55,1.39,1
377409,0.292,0.795,9.72,10.55,0.83,1
377470,0.291,0.795,9.7,10.52,0.82,1
377531,0.289,0.795,9.64,10.55,0.91,1
377592,0.293,0.798,9.75,10.64,0.88,1
377653,0.295,0.797,9.83,10.61,0.78,1
377714,0.293,0.792,9.78,10.43,0.66,1
377775,0.289,0.795,9.64,10.55,0.91,1
377836,0.293,0.795,9.75,10.55,0.8,1
377897,0.294,0.792,9.8,10.43,0.63,1
377958,0.293,0.795,9.75,10.52,0.77,1
378019,0.291,0.797,9.7,10.61,0.91,1
378080,0.292,0.813,9.72,11.18,1.46,1
378141,0.292,0.851,9.72,12.54,2.81,1
378202,0.293,0.89,9.75,13.92,4.17,1
378263,0.293,0.915,9.75,14.84,5.09,1
378324,0.293,0.919,9.78,14.95,5.18,1
378385,0.288,0.916,9.62,14.87,5.25,1
378446,0.292,0.918,9.72,14.92,5.2,1
378507,0.293,0.916,9.75,14.87,5.12,1
378568,0.289,0.916,9.64,14.87,5.22,1
378629,0.293,0.917,9.75,14.9,5.14,1
378690,0.291,0.918,9.7,14.92,5.23,1
378751,0.292,0.917,9.72,14.9,5.17,1
378812,0.296,0.919,9.86,14.95,5.09,1
378873,0.29,0.916,9.67,14.87,5.2,1
378934,0.297,0.916,9.89,14.87,4.98,1
378995,0.323,0.918,10.77,14.92,4.15,1
379056,0.372,0.918,12.41,14.92,2.51,1
379117,0.426,0.917,14.21,14.9,0.69,1
379178,0.467,0.915,15.58,14.84,0.74,1
379239,0.513,0.918,17.11,14.92,2.19,1
379300,0.556,0.919,18.53,14.98,3.55,1
379361,0.554,0.918,18.48,14.92,3.56,1
379422,0.554,0.916,18.48,14.87,3.61,1
379483,0.555,0.917,18.51,14.9,3.61,1
379544,0.554,0.915,18.48,14.84,3.64,1
379605,0.555,0.918,18.51,14.92,3.58,1
379666,0.554,0.921,18.48,15.04,3.44,1
379727,0.554,0.932,18.48,15.44,3.04,1
379788,0.555,0.947,18.51,15.96,2.55,1
379849,0.554,0.976,18.48,17.0,1.48,1
379910,0.554,1.007,18.48,18.12,0.36,1
379971,0.554,1.027,18.48,18.84,0.36,1
380032,0.554,1.032,18.48,18.98,0.5,1
380093,0.554,1.061,18.48,20.05,1.57,1
380154,0.554,1.095,18.48,21.26,2.77,1
380215,0.554,1.122,18.48,22.21,3.72,1
380276,0.555,1.127,18.51,22.41,3.9,1
380337,0.554,1.124,18.48,22.29,3.81,1
380398,0.554,1.126,18.48,22.35,3.87,1
380459,0.554,1.124,18.45,22.29,3.84,1
380520,0.554,1.126,18.48,22.35,3.87,1
380581,0.555,1.126,18.51,22.35,3.84,1
380642,0.555,1.126,18.51,22.35,3.84,1
380703,0.557,1.127,18.56,22.41,3.85,1
380764,0.556,1.127,18.53,22.38,3.84,1
380825,0.554,1.127,18.48,22.38,3.9,1
380886,0.567,1.125,18.88,22.32,3.44,1
380947,0.597,1.127,19.9,22.38,2.47,1
381008,0.632,1.127,21.06,22.41,1.35,1
381069,0.683,1.125,22.78,22.32,0.46,1
381130,0.722,1.127,24.07,22.38,1.69,1
381191,0.776,1.125,25.87,22.32,3.55,1
381252,0.821,1.124,27.37,22.29,5.08,1
381313,0.852,1.126,28.39,22.35,6.04,1
381374,0.86,1.123,28.66,22.26,6.4,1
381435,0.853,1.126,28.42,22.35,6.07,1
381496,0.851,1.127,28.37,22.38,5.99,1
381557,0.851,1.126,28.37,22.35,6.02,1
381618,0.85,1.127,28.34,22.38,5.96,1
381679,0.849,1.135,28.29,22.69,5.59,1
381740,0.849,1.204,28.31,25.14,3.17,1
381801,0.85,1.278,28.34,27.79,0.55,1
381862,0.85,1.334,28.34,29.77,1.44,1
381923,0.85,1.354,28.34,30.49,2.16,1
381984,0.851,1.368,28.37,31.01,2.65,1
382045,0.852,1.371,28.39,31.1,2.71,1
382106,0.849,1.366,28.29,30.93,2.64,1
382167,0.849,1.367,28.31,30.95,2.64,1
382228,0.85,1.367,28.34,30.95,2.62,1
382289,0.851,1.367,28.37,30.95,2.59,1
382350,0.864,1.368,28.8,31.01,2.22,1
382411,0.913,1.368,30.43,30.98,0.55,1
382472,0.995,1.367,33.17,30.95,2.22,1
382533,1.102,1.367,36.72,30.95,5.77,1
382594,1.177,1.368,39.22,30.98,8.23,1
382655,1.21,1.368,40.35,31.01,9.33,1
382716,1.224,1.366,40.8,30.93,9.88,1
382777,1.224,1.367,40.8,30.95,9.85,1
382838,1.223,1.368,40.78,30.98,9.79,1
382899,1.224,1.368,40.8,30.98,9.82,1
382960,1.224,1.369,40.8,31.04,9.76,1
383021,1.223,1.378,40.78,31.36,9.42,1
383082,1.224,1.411,40.8,32.54,8.27,1
383143,1.223,1.44,40.78,33.57,7.2,1
383204,1.222,1.478,40.75,34.93,5.82,1
383265,1.222,1.509,40.72,36.05,4.67,1
383326,1.225,1.513,40.83,36.16,4.67,1
383387,1.222,1.513,40.75,36.19,4.56,1
383448,1.224,1.513,40.8,36.19,4.61,1
383509,1.225,1.513,40.83,36.16,4.67,1
383570,1.225,1.513,40.83,36.16,4.67,1
383631,1.223,1.511,40.78,36.11,4.67,1
383692,1.216,1.511,40.53,36.11,4.43,1
383753,1.211,1.514,40.37,36.22,4.15,1
383814,1.209,1.513,40.29,36.16,4.13,1
383875,1.214,1.517,40.45,36.31,4.15,1
383936,1.236,1.514,41.21,36.22,4.98,1
383997,1.298,1.513,43.27,36.16,7.11,1
384058,1.377,1.513,45.91,36.19,9.71,1
384118,1.48,1.511,49.35,36.11,13.24,1
384177,1.594,1.514,53.13,36.22,16.91,1
384237,1.724,1.514,57.46,36.22,21.24,0
384298,1.807,1.513,60.22,36.16,24.06,0
384359,1.823,1.514,60.76,36.22,24.54,0
384420,1.825,1.513,60.84,36.19,24.65,0
384481,1.823,1.516,60.76,36.28,24.48,0
384542,1.823,1.527,60.76,36.68,24.08,0
384603,1.822,1.567,60.74,38.09,22.64,0
384664,1.822,1.586,60.74,38.78,21.95,0
384725,1.825,1.61,60.84,39.65,21.2,0
384786,1.822,1.638,60.74,40.65,20.08,0
384847,1.824,1.675,60.79,41.98,18.81,0
384908,1.824,1.675,60.79,41.98,18.81,0
384969,1.825,1.676,60.84,42.01,18.84,0
385030,1.823,1.675,60.76,41.98,18.78,0
385091,1.825,1.675,60.84,41.95,18.89,0
385152,1.823,1.675,60.76,41.95,18.81,0
385213,1.824,1.676,60.79,42.01,18.78,0
385274,1.823,1.676,60.76,42.01,18.76,0
385335,1.825,1.675,60.84,41.95,18.89,0
385396,1.825,1.674,60.84,41.92,18.92,0
385457,1.824,1.676,60.79,42.01,18.78,0
385518,1.822,1.676,60.74,42.01,18.73,0
385579,1.826,1.676,60.87,42.01,18.86,0
385640,1.82,1.675,60.68,41.95,18.73,0
385701,1.826,1.677,60.87,42.04,18.83,0
385762,1.823,1.675,60.76,41.98,18.78,0
385823,1.823,1.676,60.76,42.01,18.76,0
385884,1.824,1.702,60.79,42.93,17.86,0
385945,1.824,1.764,60.79,45.14,15.64,0
386006,1.823,1.857,60.76,48.45,12.31,0
386067,1.823,1.955,60.76,51.96,8.8,0
386128,1.825,2.062,60.84,55.79,5.05,0
386189,1.823,2.161,60.76,59.33,1.43,0
386250,1.823,2.268,60.76,63.16,2.4,0
386311,1.822,2.368,60.74,66.7,5.97,0
386372,1.823,2.453,60.76,69.75,8.99,0
386433,1.823,2.539,60.76,72.83,12.07,0
386494,1.823,2.63,60.76,76.08,15.32,0
386555,1.826,2.721,60.87,79.31,18.44,0
386616,1.823,2.808,60.76,82.44,21.68,0
386677,1.823,2.9,60.76,85.72,24.96,0
386738,1.823,2.982,60.76,88.66,27.9,0
386799,1.82,3.081,60.65,92.17,31.52,0
386860,1.823,3.169,60.76,95.34,34.58,0
386921,1.822,3.242,60.74,97.93,37.19,0
386984,1.822,3.3,60.74,100.0,39.26,0
387046,1.822,3.3,60.74,100.0,39.26,0
387108,1.824,3.3,60.79,100.0,39.21,0
387170,1.82,3.3,60.68,100.0,39.32,0
387232,1.822,3.3,60.74,100.0,39.26,0
387294,1.82,3.3,60.68,100.0,39.32,0
387356,1.823,3.3,60.76,100.0,39.24,0
387418,1.822,3.3,60.74,100.0,39.26,0
387480,1.82,3.3,60.68,100.0,39.32,0
387542,1.824,3.3,60.79,100.0,39.21,0
387604,1.822,3.3,60.74,100.0,39.26,0
387666,1.824,3.3,60.79,100.0,39.21,0
387728,1.823,3.3,60.76,100.0,39.24,0
387790,1.824,3.3,60.82,100.0,39.18,0
387852,1.821,3.3,60.71,100.0,39.29,0
387914,1.821,3.3,60.71,100.0,39.29,0
387976,1.823,3.3,60.76,100.0,39.24,0
388038,1.824,3.3,60.79,100.0,39.21,0
388100,1.823,3.3,60.76,100.0,39.24,0
388162,1.822,3.3,60.74,100.0,39.26,0
388224,1.822,3.3,60.74,100.0,39.26,0
388286,1.823,3.3,60.76,100.0,39.24,0
388348,1.822,3.3,60.74,100.0,39.26,0
388410,1.823,3.3,60.76,100.0,39.24,0
388472,1.82,3.3,60.68,100.0,39.32,0
388534,1.822,3.3,60.74,100.0,39.26,0
388596,1.826,3.3,60.87,100.0,39.13,0
388658,1.823,3.3,60.76,100.0,39.24,0
388720,1.824,3.3,60.79,100.0,39.21,0
388782,1.822,3.3,60.74,100.0,39.26,0
388844,1.825,3.3,60.84,100.0,39.16,0
388906,1.822,3.3,60.74,100.0,39.26,0
388968,1.823,3.3,60.76,100.0,39.24,0
389030,1.823,3.3,60.76,100.0,39.24,0
389092,1.822,3.3,60.74,100.0,39.26,0
389154,1.824,3.3,60.79,100.0,39.21,0
389216,1.822,3.3,60.74,100.0,39.26,0
389278,1.823,3.3,60.76,100.0,39.24,0
389340,1.824,3.3,60.79,100.0,39.21,0
389402,1.821,3.3,60.71,100.0,39.29,0
389464,1.824,3.3,60.79,100.0,39.21,0
389526,1.823,3.3,60.76,100.0,39.24,0
389588,1.822,3.3,60.74,100.0,39.26,0
389650,1.823,3.3,60.76,100.0,39.24,0
389712,1.824,3.3,60.79,100.0,39.21,0
389774,1.822,3.3,60.74,100.0,39.26,0
389836,1.824,3.3,60.79,100.0,39.21,0
389898,1.821,3.3,60.71,100.0,39.29,0
389960,1.82,3.3,60.68,100.0,39.32,0
390022,1.822,3.3,60.74,100.0,39.26,0
390084,1.824,3.3,60.79,100.0,39.21,0
390146,1.823,3.3,60.76,100.0,39.24,0
390208,1.823,3.3,60.76,100.0,39.24,0
390270,1.82,3.3,60.68,100.0,39.32,0
390332,1.824,3.3,60.79,100.0,39.21,0
390394,1.822,3.3,60.74,100.0,39.26,0
390456,1.822,3.3,60.74,100.0,39.26,0
390518,1.822,3.3,60.74,100.0,39.26,0
390580,1.82,3.3,60.65,100.0,39.35,0
390642,1.82,3.3,60.68,100.0,39.32,0
390704,1.822,3.3,60.74,100.0,39.26,0
390766,1.822,3.3,60.74,100.0,39.26,0
390828,1.82,3.3,60.68,100.0,39.32,0
390890,1.822,3.3,60.74,100.0,39.26,0
390952,1.82,3.3,60.68,100.0,39.32,0
391014,1.82,3.3,60.68,100.0,39.32,0
391076,1.824,3.3,60.79,100.0,39.21,0
391138,1.824,3.3,60.82,100.0,39.18,0
391200,1.822,3.3,60.74,100.0,39.26,0
391262,1.823,3.3,60.76,100.0,39.24,0
391324,1.824,3.3,60.79,100.0,39.21,0
391386,1.82,3.3,60.68,100.0,39.32,0
391448,1.82,3.3,60.68,100.0,39.32,0
391510,1.821,3.3,60.71,100.0,39.29,0
391572,1.823,3.3,60.76,100.0,39.24,0
391634,1.82,3.3,60.68,100.0,39.32,0
391696,1.823,3.3,60.76,100.0,39.24,0
391758,1.823,3.3,60.76,100.0,39.24,0
391820,1.822,3.3,60.74,100.0,39.26,0
391882,1.823,3.3,60.76,100.0,39.24,0
391944,1.823,3.3,60.76,100.0,39.24,0
392006,1.822,3.3,60.74,100.0,39.26,0
392068,1.821,3.3,60.71,100.0,39.29,0
392130,1.822,3.3,60.74,100.0,39.26,0
392192,1.822,3.3,60.74,100.0,39.26,0
392254,1.82,3.3,60.68,100.0,39.32,0
392316,1.823,3.3,60.76,100.0,39.24,0
392378,1.823,3.3,60.76,100.0,39.24,0
392440,1.823,3.3,60.76,100.0,39.24,0
392502,1.82,3.3,60.68,100.0,39.32,0
392564,1.822,3.3,60.74,100.0,39.26,0
392626,1.824,3.3,60.79,100.0,39.21,0
392688,1.823,3.3,60.76,100.0,39.24,0
392750,1.822,3.3,60.74,100.0,39.26,0
392812,1.823,3.3,60.76,100.0,39.24,0
392874,1.823,3.3,60.76,100.0,39.24,0
392936,1.822,3.3,60.74,100.0,39.26,0
392998,1.823,3.3,60.76,100.0,39.24,0
393060,1.822,3.3,60.74,100.0,39.26,0
393122,1.821,3.3,60.71,100.0,39.29,0
393184,1.823,3.3,60.76,100.0,39.24,0
393246,1.82,3.3,60.68,100.0,39.32,0
393308,1.822,3.3,60.74,100.0,39.26,0
393370,1.822,3.3,60.74,100.0,39.26,0
393432,1.82,3.3,60.68,100.0,39.32,0
393494,1.821,3.3,60.71,100.0,39.29,0
393556,1.822,3.3,60.74,100.0,39.26,0
393618,1.824,3.3,60.79,100.0,39.21,0
393680,1.82,3.3,60.68,100.0,39.32,0
